fund_house,scheme_type,scheme_category,scheme_code,scheme_name,cag,risk
UTI Mutual Fund,Open Ended Schemes,Equity Scheme - Dividend Yield Fund,103026,UTI-Dividend Yield Fund.-Growth,56.20059090909091,62.123142263553724
SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,103034,SBI MAGNUM GLOBAL FUND - REGULAR PLAN -GROWTH,154.11542954545456,369.9588884952635
Kotak Mahindra Mutual Fund,Open Ended Schemes,Equity Scheme - Contra Fund,103040,Kotak India EQ Contra Fund - Growth,43.165181818181814,55.4452993305785
Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Value Fund,103085,Nippon India Value Fund- Growth Plan,62.94331818181819,93.74048544603305
UTI Mutual Fund,Open Ended Schemes,Equity Scheme - Value Fund,103098,UTI Value Opportunities Fund- Regular Plan - Growth Option,53.42658636363635,42.53086858572313
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,103111,Aditya Birla Sun Life India Gennext Fund-Growth Option,69.60363636363637,163.35805041322317
SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,103145,SBI Magnum COMMA Fund - REGULAR PLAN - Growth,32.264565909090905,40.293790607701446
ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,103149,ICICI Prudential Infrastructure Fund - Growth,45.03068181818182,40.26932453512396
Franklin Templeton Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,103151,Franklin India Opportunities Fund - Growth,64.75474545454546,68.93384751747932
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,103166,Aditya Birla Sun Life Equity Fund - Growth - Regular Plan,613.8972727272726,11066.736447107438
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,103168,Aditya Birla Sun Life Digital India Fund - Growth - Regular Plan,43.26022727272728,83.99233403925619
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,103174,Aditya Birla Sun Life Frontline Equity Fund-Growth,192.60931818181817,716.7235518078513
Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,103196,Nippon India Tax Saver (ELSS) Fund-Growth Plan-Growth Option,50.99443863636364,61.86613753509814
SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,103215,SBI Magnum Multicap Fund - REGULAR PLAN -Growth Option,41.01663409090909,45.83282435861054
Kotak Mahindra Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,103234,Kotak Equity Opportunities Fund - Growth,101.99761363636362,275.6720275552686
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - Focused Fund,103309,Aditya Birla Sun Life Focused Equity Fund -Growth Option,51.20147954545455,51.9651260129907
ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,103312,ICICI Prudential Exports & Services Fund - Growth,51.21477272727273,31.8777249483471
Principal Mutual Fund,Open Ended Schemes,Equity Scheme - Focused Fund,103335,Principal Focused Multicap Fund-Growth Option,55.32522727272727,65.0492431301653
Kotak Mahindra Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,103339,Kotak Tax Saver-Scheme-Growth,37.37231818181818,33.04310335330578
Franklin Templeton Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund,103360,Franklin India Smaller Companies Fund-Growth,47.52592045454544,71.77462588935433
Canara Robeco Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,103390,Canara Robeco Infrastructure - Regular Plan - GROWTH,41.792500000000004,28.35340965909091
HSBC Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,103407,HSBC Infrastructure Equity Fund - Growth,18.00496590909091,15.036686137701446
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,103476,Aditya Birla Sun Life Infrastructure Fund-Growth,29.121136363636364,22.07789643595041
Quantum Mutual Fund,Open Ended Schemes,Equity Scheme - Value Fund,103490,Quantum Long Term Equity Value Fund - Direct Plan Growth Option,46.72386363636363,45.242528254132225
SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,103504,SBI BLUE CHIP FUND-REGULAR PLAN GROWTH,33.868652272727275,22.329540598403923
Franklin Templeton Mutual Fund,Open Ended Schemes,Equity Scheme - Dividend Yield Fund,103678,Templeton India Equity Income Fund-Growth Plan,40.38960909090909,36.20464370991736
DSP Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,103819,DSP Equity Opportunities Fund-Regular Plan - Growth,188.5075227272727,1032.3567772494835
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,104331,Aditya Birla Sun Life Tax Plan - Regular Plan - Growth Option,33.37636363636364,27.817300413223144
DSP Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,104481,DSP Midcap Fund - Regular Plan - Growth,47.52463636363637,72.70657586776859
quant Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,104513,Quant Large & Mid Cap Fund - Growth Option,32.86715909090909,29.918353021053715
SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,104523,SBI Magnum Equity ESG Fund- REGULAR PLAN - Growth,88.58939772727273,162.95182267067662
Invesco Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,104636,Invesco India Tax Plan - Growth,43.14795454545455,48.005325361570264
Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Focused Fund,104637,Nippon India Focused Equity Fund -Growth Plan -Growth Option,40.42840227272727,40.82674942431302
HSBC Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,104707,HSBC Tax Saver Equity Fund - Growth,32.08822954545454,23.71272306480888
DSP Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,104772,DSP Tax Saver Fund - Regular Plan - Growth,40.738181818181815,46.897834694214886
Kotak Mahindra Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,104908,Kotak Emerging Equity Scheme - Growth,33.47811363636363,33.90594437345041
Sundaram Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,105001,Sundaram Large and Midcap Growth,28.546388636363634,25.095959702825414
Taurus Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,105417,Taurus Infrastructure Fund - Regular Plan - Growth Option,21.50840909090909,11.985695196280993
Invesco Mutual Fund,Open Ended Schemes,Equity Scheme - Contra Fund,105460,Invesco India Contra Fund - Growth,39.61590909090909,55.539501446281
Invesco Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,105503,Invesco India Midcap Fund - Growth Option,42.080681818181816,44.619488171487596
SBI Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,105628,SBI LONG TERM EQUITY FUND - REGULAR PLAN- GROWTH,126.85167954545456,222.2465340479907
HDFC Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,105758,HDFC Mid-Cap Opportunities Fund - Growth Option,47.30086363636363,64.16614834504132
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund,105804,Aditya Birla Sun Life Small Cap Fund - GROWTH,30.986236363636362,44.56457526413224
Franklin Templeton Mutual Fund,Open Ended Schemes,Equity Scheme - Focused Fund,105817,Franklin India Focused Equity Fund - Growth Plan,34.659622727272726,24.517662894938017
DSP Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,105875,DSP Equity Fund - Regular Plan - Growth,33.551863636363635,29.61836370867769
DSP Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund,105989,DSP Small Cap Fund - Regular - Growth,51.480818181818194,85.55265019421489
SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,106096,SBI INFRASTRUCTURE FUND -  REGULAR PLAN - GROWTH,13.489427272727273,3.688076009710744
Invesco Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,106143,Invesco India Growth Opportunities Fund - Dividend,14.888409090909095,4.332940650826445
Invesco Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,106144,Invesco India Growth Opportunities Fund - Growth,28.520909090909086,23.79394008264463
quant Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,106170,Quant Infrastructure Fund - Growth Option,7.7139727272727265,1.1793998901652891
Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,106235,Nippon India Large Cap  Fund- Growth Plan -Growth Option,28.51711590909091,21.256833654519628
Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,106240,Nippon India Large Cap Fund- Growth Plan Bonus Option,28.51711590909091,21.256833654519628
Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,106260,Nippon India Growth Fund Institutional Plan Dividend Plan,559.3089181818183,6450.994891318761
UTI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,106425,UTI India Consumer Fund - Regular Plan - Growth Option,22.884447727272725,8.365506471131198
Invesco Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,106654,Invesco India Infrastructure Fund - Growth Option,15.393636363636363,4.219995867768596
ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund,106823,ICICI Prudential Smallcap Fund - Growth,23.166363636363634,11.948254958677689
LIC Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,106871,LIC MF Large Cap Fund-Regular Plan-Growth,23.132011363636366,8.407410493279958
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,106873,Aditya Birla Sun Life International Equity Fund - Plan A - Growth - Regular Plan,18.695486363636363,7.882225016177684
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,106876,Aditya Birla Sun Life International Equity Fund - Plan B - Growth - Regular Plan,16.264413636363635,4.12960334981405
Franklin Templeton Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,106979,Franklin Asian Equity Fund - Growth Plan,19.75856590909091,11.475532252701447
JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,107288,JM Tax Gain Fund - Growth option,14.3294,6.129946644999999
Invesco Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,107353,Invesco India Multicap Fund - Growth Option,42.066818181818185,37.7986035123967
JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Focused Fund,107410,JM Core 11 Fund - Growth option,7.400356818181819,1.9646178915444212
HDFC Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,107524,HDFC Infrastructure Fund - Growth Option,16.135090909090913,9.12270326446281
Mirae Asset Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,107578,Mirae Asset Large Cap Fund - Growth Plan,41.649840909090905,60.18012777014462
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,107745,Aditya Birla Sun Life Tax Relief '96 - Growth Option,26.71795454545455,19.28588445247934
LIC Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,107763,LIC MF Infrastructure Fund-Regular Plan-Growth,12.779902272727272,2.5027346138584705
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - Value Fund,108167,Aditya Birla Sun Life Pure Value Fund - Growth Option,47.12026136363636,90.43305223055269
DSP Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,108202,DSP Natural Resources And New Energy Fund - Regular - Growth,27.04004545454546,44.10284881611571
Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,108249,Nippon India Quant Fund -Growth Plan - Growth Option,22.419372727272727,7.916137182892563
Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,108258,Nippon India Quant Fund -Growth Plan -Bonus Option,22.419372727272727,7.916137182892563
Sundaram Mutual Fund,Open Ended Schemes,Equity Scheme - Focused Fund,108305,Sundaram Select Focus-Inst Growth,157.9514045454545,747.4974073390703
Invesco Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,108378,Invesco India Financial Services Fund - Retail Growth,44.961363636363636,93.30159359504133
ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,108466,ICICI Prudential Bluechip Fund - Growth,35.51840909090909,31.489577014462814
IDFC Mutual Fund,Open Ended Schemes,Equity Scheme - Focused Fund,108592,IDFC Focused Equity Fund-Regular Plan-Growth,32.299595454545454,29.757191761342973
IDFC Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,108594,IDFC Multi Cap Fund-Regular Plan-Growth,82.36939772727273,98.7337156461312
