fund_house,scheme_type,scheme_category,scheme_code,scheme_name,cag,risk
Tata Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,119172,Tata Ethical Fund -Direct Plan Growth,150.2350614,323.6768352
Essel Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,119176,Essel 3 in 1 Fund-Direct Plan-Growth Option,17.29444773,3.380280887
Tata Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,119177,Tata Mid Cap Growth Fund - Direct Plan Dividend,45.00950227,33.615186
Tata Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,119178,Tata Mid Cap Growth Fund - Direct Plan Growth,125.6859545,393.9195955
Essel Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,119186,Essel Ultra Short Term Fund - Direct Plan-Growth Option,1897.969839,51045.71524
Tata Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,119202,Tata Large & MId Cap Fund -Direct Plan Growth,186.8403182,857.9098324
DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,119205,DSP Ultra Short Fund - Direct Plan - Growth,2326.27875,72817.55431
DSP Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund,119212,DSP Small Cap Fund - Direct Plan - Growth,53.15790909,94.91540476
DSP Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,119218,DSP Equity Opportunities Fund - Direct Plan - Growth,195.7755455,1278.103357
DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,119226,DSP Short Term Fund - Direct Plan - Growth,29.97427955,15.81936105
Tata Mutual Fund,Open Ended Schemes,Equity Scheme - Value Fund,119231,Tata Equity P/E Fund -Direct Plan Growth,118.3309614,555.4441076
DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,119239,DSP Strategic Bond Fund - Direct Plan - Growth,2055.920782,78219.13624
DSP Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,119242,DSP Tax Saver Fund - Direct Plan - Growth,42.12409091,57.99686845
Tata Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,119243,Tata Infrastructure Fund -Direct Plan Growth,50.43378182,53.71553192
DSP Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,119247,DSP India T.I.G.E.R. Fund - Direct Plan - Growth,82.24027273,173.5846416
DSP Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,119250,DSP Top 100 Equity Fund - Direct Plan - Growth,185.96325,644.5810578
Tata Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,119251,Tata Retirement Savings Fund-Direct Plan Growth,26.65208182,31.04695567
DSP Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,119252,DSP US Flexible Equity Fund - Direct Plan - Growth,22.41337619,20.69695343
Tata Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,119255,Tata Retirement Savings Fund Moderate -Direct Plan Growth,27.56623182,26.13893794
Tata Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,119256,Tata Retirement Savings Fund Conservative-Direct Plan Growth,19.14109318,8.035026919
DSP Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,119271,DSP World Agriculture Fund - Direct Plan - Growth,15.76941136,1.815020164
DSP Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,119275,DSP World Energy Fund - Direct Plan - Growth,12.63781591,1.261353972
DSP Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,119277,DSP World Gold Fund - Direct Plan - Growth,12.68760455,10.03108235
DSP Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,119279,DSP World Mining Fund - Direct Plan - Growth,7.639386364,2.344444096
L&T Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,119283,L&T Overnight Fund - Direct Plan - Growth,1356.411997,19707.01519
L&T Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,119291,L&T Equity Fund-Direct Plan-Growth,74.14025,111.6788999
Union Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,119292,Union Multi Cap Fund - Direct Plan - Growth Option,17.97454545,5.160002066
L&T Mutual Fund,Open Ended Schemes,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,119298,L&T Balanced Advantage Fund-Direct Plan-Growth,23.28561364,6.752629828
Union Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,119303,Union Liquid Fund - Direct Plan - Growth Option,1666.965766,27710.01054
Union Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,119307,Union Long Term Equity Fund - Direct Plan - Growth Option,22.56909091,6.421249174
L&T Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,119308,L&T India Large Cap Fund - Direct Plan - Growth,24.36781818,11.38076519
Union Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,119311,Union Dynamic Bond Fund - Direct Plan - Growth Option,15.49271591,3.307733275
Tata Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Children’s Fund,119312,Tata Young Citizens' Fund-Direct Plan-Growth,24.67063864,7.19995927
Baroda Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,119326,BARODA HYBRID EQUITY FUND - Plan B (Direct) - Growth Option,52.35159091,47.79407701
Baroda Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,119333,Baroda Banking and Financial Services Fund - Plan B (Direct) - Growth Option,19.5225,12.99700511
Baroda Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,119337,Baroda Dynamic Bond Fund - Plan B (Direct) - Growth Option,16.21685682,2.939393383
Baroda Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,119341,BARODA GILT FUND - Plan B (Direct) - Growth Option,27.70176818,13.51307909
L&T Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,119347,L&T Hybrid Equity Fund - Direct Plan-Growth,24.38581818,12.0851361
BOI AXA Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,119350,BOI AXA Large & Mid Cap Equity Fund Direct Plan-Growth,33.02363636,21.95673678
BOI AXA Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,119351,OI AXA Tax Advantage Fund-Direct Plan- Growth,49.0925,86.7222233
Baroda Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,119354,BARODA MULTI CAP FUND - Plan B (Direct) - Growth Option,91.53045455,140.4058134
BOI AXA Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,119364,BOI AXA Manufacturing & Infrastructure Fund-Direct Plan-Growth,15.11681818,7.430562603
Baroda Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,119367,Baroda Large cap Fund - Plan B (Direct) - Growth Option,13.20863636,2.721443595
BOI AXA Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,119369,BOI AXA Liquid Fund- Direct Plan- Growth,1943.721702,48659.97417
BOI AXA Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,119379,BOI AXA Ultra Short Duration Fund- Direct Plan- Growth,2066.53807,73139.56091
BOI AXA Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,119382,BOI AXA Short Term Income Fund-Direct Plan- Growth,18.30411364,3.089513934
Baroda Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,119389,BARODA CONSERVATIVE HYBRID FUND - Plan B (Direct) - Growth Option,22.934325,9.488780068
Baroda Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,119392,Baroda Mid-cap Fund- Plan B (Direct) - Growth Option,8.745454545,1.192006612
BOI AXA Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,119393,BOI AXA Conservative Hybrid Fund Fund-Direct Plan-Growth,19.31708636,3.36904907
L&T Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,119397,L&T Large and Midcap Fund-Direct Plan-Growth,43.369,45.43247868
Baroda Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,119400,Baroda Short Term Bond Fund - Plan B (Direct) - Growth Option,18.55664545,6.908701997
L&T Mutual Fund,Open Ended Schemes,Equity Scheme - Value Fund,119404,L&T India Value Fund-Direct Plan-Growth,32.15102273,33.42074434
Baroda Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,119410,Baroda Treasury Advantage Fund - Plan B (Direct) - Growth Option,1827.146866,73216.95506
L&T Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,119413,L&T Infrastructure Fund -Direct Plan-Growth,14.21431818,9.024483626
Baroda Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,119415,BARODA LIQUID FUND - PLAN B (DIRECT) - GROWTH OPTION,1948.758166,51608.92985
L&T Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,119417,L&T  Tax Advantage Fund-Direct Plan-Growth,48.20213636,70.27887989
Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,119424,Tata Money Market Fund- Direct Plan- Growth,3020.543017,78106.7263
L&T Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,119425,L&T Gilt Fund - Direct Plan - Growth,44.41003864,42.74931633
L&T Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,119428,L&T Flexi Bond Fund - Direct Plan- Growth,18.87885682,7.378387572
L&T Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,119431,L&T Money Market Fund -Direct Plan- Growth,17.02605682,5.318967737
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,119436,Aditya Birla Sun Life Equity Advantage Fund - Growth - Direct Plan,372.5361364,3788.229487
Principal Mutual Fund,Open Ended Schemes,Equity Scheme - Dividend Yield Fund,119438,Principal Dividend Yield Fund - Direct Plan - Growth Option,46.005,75.15959773
Principal Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,119441,Principal Emerging Bluechip Fund - Direct Plan - Growth Option,93.31818182,353.7346558
Principal Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,119448,Principal Low Duration Fund - Direct Plan - Growth Option,2650.453614,57427.16389
Principal Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,119451,Principal Multi Cap Growth Fund - Direct Plan -Half Yearly Dividend Option,42.47818182,13.17364669
Principal Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,119452,Principal Multi Cap Growth Fund-Direct Plan - Growth Option,124.6247727,557.4862159
Principal Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,119457,Principal Global Opportunities Fund-Direct Plan - Growth Option,26.38540909,18.11771848
Principal Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,119462,Principal Short Term Debt Fund- Direct Plan  - Growth Option,30.1873,9.912396403
Principal Mutual Fund,Open Ended Schemes,Equity Scheme - Focused Fund,119464,Principal Focused Multicap Fund- Direct Plan - Growth Option,57.21590909,79.68302417
Principal Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,119468,Principal Cash Management Fund - Direct Plan - Growth Option,1593.82344,16838.33239
Principal Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,119472,Principal Equity Savings Fund - Direct Plan - Growth Option,34.04943409,15.23020998
Principal Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,119474,Principal Ultra Short Term Fund- Direct Plan -Growth Option,1900.067809,35808.58649
Principal Mutual Fund,Open Ended Schemes,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,119482,Principal Balanced Advantage Fund - Direct Plan - Growth Option,19.76659091,4.707408833
Principal Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,119484,Principal Hybrid Equity Fund- Direct Plan - Growth Option,67.94340909,162.4056952
Principal Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,119488,Principal Nifty 100 Equal Weight Fund - Direct Plan - Growth Option,65.07284318,62.58360594
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,119498,Aditya Birla Sun Life Short Term Fund - Growth - Direct Plan,29.04830227,16.06045415
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,119501,Aditya Birla Sun Life Savings Fund - Growth - Direct Plan,336.0275455,1953.339193
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,119505,Aditya Birla Sun Life Dynamic Bond Fund - Growth - Direct Plan,29.92501364,9.595261805
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - Dividend Yield Fund,119507,Aditya Birla Sun Life Dividend Yield Fund - Growth - Direct Plan,157.2665909,345.7781543
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,119511,Aditya Birla Sun Life Money Manager Fund - Growth - Direct Plan,224.8720774,781.4827931
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,119514,Aditya Birla Sun Life Infrastructure Fund - Growth - Direct Plan,30.1875,24.52274602
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,119517,Aditya Birla Sun Life International Equity Fund - Plan A - Growth - Direct Plan,19.19643182,9.213680316
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,119518,Aditya Birla Sun Life International Equity Fund - Plan B - Growth - Direct Plan,16.69390227,4.757571991
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,119523,Aditya Birla Sun Life Low duration Fund - Growth - Direct Plan,427.3029932,3345.653702
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,119526,Aditya Birla Sun Life Arbitrage Fund - Growth - Direct Plan,17.98291818,3.811770792
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,119528,Aditya Birla Sun Life Frontline Equity Fund - Growth - Direct Plan,201.5281818,922.3039285
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,119533,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,65.58516136,82.11217326
Aditya Birla Sun Life Mutual Fund,Close Ended Schemes,Income,119535,Aditya Birla Sun Life Interval Income Fund - Quarterly Series I - Growth - Direct Plan,22.07361136,5.933906369
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,119539,Aditya Birla Sun Life Medium Term Plan - Growth - Direct Plan,21.26831591,5.143212381
Sundaram Mutual Fund,Open Ended Schemes,Hybrid Scheme - Balanced Hybrid Fund,119542,Sundaram Equity Hybrid Fund Direct Growth,80.31785,162.5570819
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,119544,Aditya Birla Sun Life Tax Relief '96 - Growth - Direct Plan,27.93204545,24.50848445
Sundaram Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,119549,Sundaram Diversified Equity - A Long-term Tax Saver Fund - Direct Plan - Growth Option,89.51495682,192.4433527
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,119550,Aditya Birla Sun Life Banking & PSU Debt Fund- Direct Plan-Growth,219.8745432,972.7695241
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund,119556,Aditya Birla Sun Life Small Cap Fund - Growth - Direct Plan,32.42268636,50.64026871
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - Focused Fund,119564,Aditya Birla Sun Life Focused Equity Fund - Growth - Direct Plan,53.668175,69.20549882
Sundaram Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,119566,Sundaram Large and Midcap Fund- Direct Plan - Growth Option,29.55357273,30.32757906
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,119568,Aditya Birla Sun Life Liquid Fund - Growth - Direct Plan,273.2804,981.3977014
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,119576,Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan - Growth - Direct Plan,22.33762273,3.275002154
Sundaram Mutual Fund,Open Ended Schemes,Equity Scheme - Focused Fund,119578,Sundaram Select Focus - Direct Plan - Growth Option,154.5323591,715.691597
Sundaram Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,119581,Sundaram Mid Cap Fund- Direct Plan - Growth Option,427.7006091,5274.848282
Sundaram Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund,119589,Sundaram Small Cap Fund - Direct Plan - Growth Option,81.06487045,220.1171343
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,119591,Aditya Birla Sun Life India Gennext Fund - Growth - Direct Plan,73.16181818,212.3470194
Sundaram Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,119595,Sundaram Rural and Consumption Fund - Direct Plan - Growth Option,36.49774773,52.7474839
Sundaram Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,119597,Sundaram Financial Services Opportunities Fund - Direct Plan - Growth Option,35.66876364,44.98392028
SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,119598,SBI BLUE CHIP FUND-DIRECT PLAN -GROWTH,35.36293182,29.26634898
Sundaram Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,119602,Sundaram Global Brand Fund - Direct Plan - Growth Option,15.97496047,5.012542351
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,119605,Aditya Birla Sun Life Government Securities Fund - Growth - Direct Plan,49.04278182,62.42630875
SBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,119609,SBI EQUITY HYBRID FUND - DIRECT PLAN - Growth,121.0688205,375.8899334
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,119620,Aditya Birla Sun Life Midcap Fund - Growth - Direct Plan,267.7581818,1908.247547
Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,119621,Sundaram Corporate Bond Fund -  Direct Plan - Growth Option,24.24973636,11.37792141
Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,119625,Sundaram BANKING AND PSU DEBT FUND- Direct Plan - Growth Option,26.92484545,10.97751069
Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,119632,Sundaram Short Term Credit Risk Fund - Direct Plan - Growth Option,24.91881395,5.740148812
Sundaram Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,119635,Sundaram Debt Oriented Hybrid Fund Direct Plan - Growth Option,18.23718182,3.729698733
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,119646,Aditya Birla Sun Life MNC Fund - Growth - Direct Plan,698.8827273,9590.609915
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,119648,Aditya Birla Sun Life Index Fund - Growth - Direct Plan,94.85520455,199.3123169
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,119657,Aditya Birla Sun Life Income Fund - Growth - Direct Plan,78.08947045,115.885896
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - Value Fund,119659,Aditya Birla Sun Life Pure Value Fund - Growth - Direct Plan,49.23237273,103.2009877
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,119661,Aditya Birla Sun Life Tax Plan - Direct Plan - Growth Option,35.06045455,35.97019979
Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,119664,Sundaram Short Term Debt Fund- Direct Plan - Growth Option,29.58923636,8.807614312
SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,119671,SBI Dynamic Bond Fund - DIRECT PLAN - Growth,21.88416136,11.27211231
Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,119675,Sundaram Medium Term Bond Fund- Direct Plan - Growth Option,49.54158636,38.50120501
Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,119680,Sundaram Low Duration Fund - Direct Plan - Growth Option,23.30508864,5.590603561
Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,119686,Sundaram Money Fund - Direct Plan - Growth Option,35.57925781,16.3040454
SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,119700,SBI INFRASTRUCTURE FUND -  DIRECT PLAN - GROWTH,13.88369773,4.252014788
SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,119705,SBI Magnum COMMA Fund - DIRECT PLAN - Growth,33.31448409,46.06947006
SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,119707,SBI MAGNUM GILT FUND - DIRECT PLAN - GROWTH,38.63309773,37.25583695
SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,119709,SBI Magnum Equity ESG Fund - DIRECT PLAN -GROWTH,91.90064773,205.2031842
SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,119711,SBI MAGNUM GLOBAL FUND - DIRECT PLAN -GROWTH,160.4863409,483.0610622
SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,119714,SBI Magnum Income Fund-DIRECT PLAN -Growth,42.58168409,39.64848498
SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,119716,SBI Magnum MIDCAP FUND - DIRECT PLAN - GROWTH,71.2057,93.48318818
SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,119718,SBI Magnum Multicap Fund - DIRECT PLAN - Growth Option,42.73474318,58.08166626
SBI Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Children’s Fund,119719,SBI Magnum Children's Benefit Fund - Savings Plan - DIRECT PLAN - GROWTH,50.54820909,80.3685708
SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,119721,SBI LARGE & MIDCAP FUND -DIRECT PLAN -Growth,192.7317295,912.6913932
SBI Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,119723,SBI LONG TERM EQUITY FUND - DIRECT PLAN -GROWTH,130.5158136,263.8085018
SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Focused Fund,119727,SBI FOCUSED EQUITY FUND - DIRECT PLAN -GROWTH,122.5640136,578.6303854
SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,119732,SBI PSU Fund - DIRECT PLAN - GROWTH,10.25285909,2.113165222
Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,119735,Kotak Bond - Growth - Direct,49.287275,43.99363692
Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,119739,Kotak Bond Short Term Plan-(Growth) - Direct,33.11200227,21.27308072
Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,119741,Kotak Credit Risk Fund - Growth - Direct,19.38975682,7.362813987
Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,119746,Kotak Money Market Scheme - (Growth) - Direct,2761.82634,111989.3103
Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,119750,Kotak Savings Fund-Growth - Direct,27.65999545,12.36093628
Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,119755,Kotak Dynamic Bond Fund - Growth - Direct,22.63793182,12.57566278
Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,119757,Kotak Gilt-Investment  Provident Fund and Trust-Growth - Direct,62.52360227,92.46784862
Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,119759,Kotak Gilt-Investment Regular-Growth - Direct,61.07653409,87.57236487
Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,119766,Kotak Liquid - Growth - Direct,3439.330985,153010.5861
Kotak Mahindra Mutual Fund,Open Ended Schemes,Equity Scheme - Contra Fund,119769,Kotak India EQ Contra Fund - Growth - Direct,45.95040909,78.74215115
Kotak Mahindra Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,119771,Kotak Equity Arbitrage Fund - Growth - Direct,24.96978864,7.412759398
Kotak Mahindra Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,119773,Kotak Tax Saver-Scheme-Growth - Direct,39.82979545,46.65460471
Kotak Mahindra Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,119775,Kotak Emerging Equity Scheme - Growth - Direct,35.40675,45.01427191
Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,119777,Kotak Asset Allocator Fund Direct Growth - Direct,74.07172727,123.3591895
Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,119779,Kotak Global Emerging Market Fund - Growth - Direct,15.45229545,3.979922663
Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,119781,Kotak Gold Fund Growth - Direct,13.98918182,8.197771386
SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,119783,SBI HEALTHCARE OPPORTUNITIES FUND - DIRECT PLAN -GROWTH,137.8437932,176.9510781
L&T Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,119786,L&T Credit Risk Fund- Direct Plan - Growth,19.36369318,4.686956111
SBI Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,119788,SBI GOLD FUND- DIRECT PLAN - GROWTH,10.594075,4.593721775
L&T Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,119790,L&T Liquid Fund - Direct Plan -Growth,2327.366461,71198.17109
L&T Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,119795,L&T Banking and PSU Debt Fund - Direct Plan - Growth,15.41273409,4.301738139
SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,119798,SBI CREDIT RISK FUND - DIRECT PLAN -GROWTH,27.78545455,13.71818589
SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,119800,SBI Liquid Fund - DIRECT PLAN -Growth,2649.709975,87758.02305
L&T Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,119802,L&T Equity Savings Fund - Direct Plan-Growth,16.72481818,2.492881194
L&T Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,119807,L&T Mid Cap Fund-Direct Plan-Growth,119.9768182,604.783049
L&T Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,119809,L&T Low Duration Fund-Direct Plan-Growth,18.25729091,5.392204241
SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,119812,SBI MAGNUM LOW DURATION FUND - DIRECT PLAN - GROWTH,2211.144061,78145.70697
SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,119816,SBI SHORT TERM DEBT FUND - DIRECT PLAN -GROWTH,20.08472045,7.313309538
